code	name	price	type	ref	cs
2465	Шапка Буратино	9390	99	http://shapka-moda.ru/images/product/s/1158242357.jpg	5B8F6A4DF0362532896F19E483FF8DDE
2466	Шапка Буратино	9390	99	http://shapka-moda.ru/images/product/s/1158397b8d.jpg	BC085094C04D44F0DB73AEAD5AC35CFB
2467	Шапка Буратино	9390	99	http://shapka-moda.ru/images/product/s/11584898a0.jpg	8BB6DC304AAF5933108716B91F97F81E
2468	Шапка Ермолка	8390	99	http://shapka-moda.ru/images/product/s/11585e43ca.jpg	2BF8E9ACABEBEEF909E35C2A950E9947
2469	Шапка Ермолка	8390	99	http://shapka-moda.ru/images/product/s/115867eeff.jpg	54979F7A6C0F3851D5C441BEE4F77BA1
2470	Шапка Ермолка	8390	99	http://shapka-moda.ru/images/product/s/11587b0835.jpg	BBC1A5459577E6A05E212BA5919327AB
2471	Шапка Буратино	7190	99	http://shapka-moda.ru/images/product/s/115884156a.jpg	6BBDD194FFE4C4FBF6EA0B568A57603E
2472	Шапка Буратино	7190	99	http://shapka-moda.ru/images/product/s/1158981a87.jpg	093063DDF7844384C0ECF5761D8CCFA7
2473	Шапка Буратино	7190	99	http://shapka-moda.ru/images/product/s/11590ba5e7.jpg	1DBE9609D7EFABD73BFA14E82A87972C
2474	Шапка Буратино	7190	99	http://shapka-moda.ru/images/product/s/1159114f5f.jpg	73AB0527BD5E8FADCD175E13592E71B3
2475	Комплект норковый "Кошка"	6690	99	http://shapka-moda.ru/images/product/s/1159259624.jpg	8E8DD0C19E1AE7D61218206B6872E0C1
2476	Комплект норковый "Кошка"	6690	99	http://shapka-moda.ru/images/product/s/1159305ebc.jpg	A998A11D0D283349C879193DDEAE4B9C
2477	Комплект норковый "Кошка"	6690	99	http://shapka-moda.ru/images/product/s/11594a787d.jpg	B974682DF5123C810119110F7972A576
2478	Комплект норковый "Кошка"	6690	99	http://shapka-moda.ru/images/product/s/11595d9780.jpg	2DE9E79C9C3DB5FE968C84FC11C68F3D
2479	Комплект норковый "Кошка"	6690	99	http://shapka-moda.ru/images/product/s/115969cc86.jpg	C264354D3BD4BAA6BB6B239BB2097CAA
2501	Шапка Берет норковый	6390	99	http://shapka-moda.ru/images/product/s/115977c27e.jpg	41DC69E1AC81FEA40CFFF1EC261A5028
2502	Шапка Берет норковый	6390	99	http://shapka-moda.ru/images/product/s/1159893d22.jpg	577BC35F836E956ED3921BFD2656A7DF
2480	Шапка Пилот	6690	99	http://shapka-moda.ru/images/product/s/11599438a3.jpg	D5998291351432FC7FC0E6D244C6C2C5
2481	Шапка Пилот	7590	99	http://shapka-moda.ru/images/product/s/1160021cce.jpg	0F3ACE2F8FAFC1829AA8529AC54525DC
2482	Шапка Пилот	6690	99	http://shapka-moda.ru/images/product/s/1160143e1c.jpg	4E681ABFEE4530618B9686B51FE400EE
2483	Шапка Пилот	8090	99	http://shapka-moda.ru/images/product/s/1160266b55.jpg	D7CCF103049DC93A7F8BEBF3CDAB0CAF
2484	Шапка Формовка	7190	99	http://shapka-moda.ru/images/product/s/1160347015.jpg	C03803CEFE195AA0396DD09B988791F8
2485	Шапка Реглан	8890	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
2486	Шапка Реглан	8890	99	http://shapka-moda.ru/images/product/s/11605b7621.jpg	8C80316C7D730C035969BE87D14A8AF6
2487	Шапка Хулиганка	8890	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
2488	Шапка Ватсон формовка	7890	99	http://shapka-moda.ru/images/product/s/116071fae2.jpg	8DB57B29078CEF9D1F5C8E6D8592C973
2489	Шапка Ушанка полная	11490	99	http://shapka-moda.ru/images/product/s/1160823854.jpg	7337DC67D4B39191E61C546842319B0F
2490	Шапка Ватсон мягкий	10590	99	http://shapka-moda.ru/images/product/s/116094621f.jpg	399B9210BFE11E9C4BE20C563FEBBFF2
2491	Шапка Ватсон низкий	7890	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
2492	Шапка Ушанка мягкая полная	13490	99	http://shapka-moda.ru/images/product/s/11611eb3ba.jpg	9DD9CE5B5B835FBE580C791EEA93F6F6
2493	Шапка Пилот	8090	99	http://shapka-moda.ru/images/product/s/1161256d9f.jpg	08C22AFE6DF57847B103799559A7011A
2494	Шапка Пилот	5490	99	http://shapka-moda.ru/images/product/s/11613a48de.jpg	620691E7DBADA36870F2CEC08F4F3C3F
2495	Шапка Пилот	4990	99	http://shapka-moda.ru/images/product/s/11614c2375.jpg	6E64961D4655BA483BB41DB7EA161D46
2496	Шапка Немка	8890	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
2497	Шапка Немка	8890	99	http://shapka-moda.ru/images/product/s/11616287bb.jpg	3A27A9218D1DEE71782CF7745B288CAE
2498	Шапка Немка	8890	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
2499	Шапка Ушанка трансформер	7890	99	http://shapka-moda.ru/images/product/s/116187b8d4.jpg	6B4A211AD77E9BC7A7A2E56527394801
2500	Шапка Ушанка трансформер	7690	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
300	Шапка Ушанка, высокий лоб	10490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
301	Шапка Ушанка	10490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
302	Шапка Ушанка	10490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
303	Шапка Кентавр	5490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
304	Шапка Виктор высокий	5490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
305	Шапка Ватсон	5490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
306	Шапка Реглан	5490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
307	Шапка Реглан мягкий	6190	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
308	Шапка Восьмиклинка мягкая	6190	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
309	Шапка Формовая ушанка-обманка	7090	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
310	Шапка Виктор низкий	8790	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
311	Шапка Формовая ушанка-обманка	7890	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
312	Шапка Ватсон	8790	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
313	Шапка Кентавр	8290	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
314	Шапка Формовая ушанка	6190	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
315	Шапка Виктор высокий	8790	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
316	Шапка Реглан мягкий	9590	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
317	Шапка Кентавр	7390	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
320	Шапка Зимушка	5990	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
321	Шапка Зимушка	5890	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
323	Шапка Кентавр	8290	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
325	Шапка Ушанка полная, низкий лоб	10490	99	http://shapka-moda.ru/images/product/s/	D41D8CD98F00B204E9800998ECF8427E
2601	Перчатки женские	2990	99	http://shapka-moda.ru/images/product/s/1164501a19.jpg	FA4FC6DB61FDB62BE83219CDF1204015
2602	Перчатки женские	2990	99	http://shapka-moda.ru/images/product/s/116461420f.jpg	1145DCD7D517EDA1ACA39559CB1ED7BD
2603	Перчатки женские	2990	99	http://shapka-moda.ru/images/product/s/1164725e95.jpg	C9CFAC304A040227A91DBBB9CD461C11
2604	Перчатки женские	2590	99	http://shapka-moda.ru/images/product/s/116480a252.jpg	1A1A3906F3D8FB1F75E46BAAB16ABA3C
2605	Перчатки женские	2590	99	http://shapka-moda.ru/images/product/s/116492407a.jpg	D18127433FD4A4C33C61899976017B99
2606	Перчатки женские	2590	99	http://shapka-moda.ru/images/product/s/11650c5847.jpg	7363012871C5AEE64523C7C9A0D66230
2607	Перчатки женские	2590	99	http://shapka-moda.ru/images/product/s/116513f334.jpg	B998B041552D0DD32DE238C1AAC7DDAB
2608	Перчатки женские	2590	99	http://shapka-moda.ru/images/product/s/11652971bf.jpg	DC058D9585F2C4C1C3274466FC3BDD95
2609	Перчатки женские	2590	99	http://shapka-moda.ru/images/product/s/116535472d.jpg	37EB9ADF2858EDB0FBC06F15757F4252
2610	Перчатки мужские	2590	99	http://shapka-moda.ru/images/product/s/116544519f.jpg	37D6BB3D3EFA496601C861BCE99A5272
2611	Перчатки мужские	2590	99	http://shapka-moda.ru/images/product/s/116550dc77.jpg	06DF5852082D4D34B99B14B13D7C8161
2701	Шарф Хомут	1990	99	http://shapka-moda.ru/images/product/s/11656909c8.jpg	0DC08BB25BB00A92BABC2CF33E03A4F4
2702	Шарф Хомут	1990	99	http://shapka-moda.ru/images/product/s/1165782602.jpg	18699E3E44830EA64A6A510FA9F812B5
2703	Шарф Хомут	1990	99	http://shapka-moda.ru/images/product/s/116587c370.jpg	6862B0477DFA236581780E67A5FC9649
2704	Шарф Хомут	1990	99	http://shapka-moda.ru/images/product/s/116596ce0e.jpg	4B89A2B9A00150264F20095708A9DF74
2705	Шарф Хомут	1990	99	http://shapka-moda.ru/images/product/s/116602f0c6.jpg	709138C91E7318A8CF6FA26925D80A5F
2706	Шарф Хомут	1990	99	http://shapka-moda.ru/images/product/s/11661895c2.jpg	EF7202D5D3F6D9D59598C6F95B1FEF3F
2707	Шарф Классический	1990	99	http://shapka-moda.ru/images/product/s/1166201de7.jpg	65416E455DE09E51E9A957BE31233436
2708	Шарф Классический	1990	99	http://shapka-moda.ru/images/product/s/1166336e51.jpg	6947B460F356339BBB2EAD74CCE13EA3
2709	Шарф Классический	1990	99	http://shapka-moda.ru/images/product/s/11664a5b35.jpg	3A950F8917DBD8FCD8D87B743212733B
2710	Шарф Классический	1990	99	http://shapka-moda.ru/images/product/s/116653656f.jpg	14FC06C0219BF9F2D3C237B5332066D3
63	Шапка Труба	6090	99	http://shapka-moda.ru/images/product/s/11666c121d.jpg	03ED0B6CF416F60ACAF00C999E72362E
65	Шапка Труба	6090	99	http://shapka-moda.ru/images/product/s/1166781c70.jpg	A7CAA87E858FA356AD1DD03844B937AA
187	Шапка Коса	3490	99	http://shapka-moda.ru/images/product/s/116680af35.jpg	C835E0FAE483ADA94601BFEFF2589EA4
191	Шапка Коса	3790	99	http://shapka-moda.ru/images/product/s/11669b09cf.jpg	C47376CF9720B94720724BBB570AF6C2
193	Шапка Коса	3490	99	http://shapka-moda.ru/images/product/s/116705c728.jpg	89CCAC3738AD2710222D7FDA1046D6A3
198	Шапка Коса	3490	99	http://shapka-moda.ru/images/product/s/1167187618.jpg	DE04077708FAB08C498373EC189177D5
199	Шапка Коса	3490	99	http://shapka-moda.ru/images/product/s/1167273e1a.jpg	C1792A8090AAA25BBED6741946E40859
200	Шапка Коса	3990	99	http://shapka-moda.ru/images/product/s/1167318f56.jpg	DBCADD134F95E825EBAC1CDB7EDE0685
201	Шапка Ушанка	4490	99	http://shapka-moda.ru/images/product/s/11674b6d9f.jpg	1081D1B6D8DB5550714CD392BE0BE744
203	Шапка Ушанка	4190	99	http://shapka-moda.ru/images/product/s/11675d9446.jpg	0184772B753CFB979DC8CE2E1FB1C7ED
205	Шапка Ушанка	4990	99	http://shapka-moda.ru/images/product/s/11676c852f.jpg	15F82C820DADE3BE685590389882CDD3
530	Шапка Коса	4490	99	http://shapka-moda.ru/images/product/s/11677875c3.jpg	F716ACCCB71DC82A5A931D4D241F5DF0
534	Шапка Арбузик	3790	99	http://shapka-moda.ru/images/product/s/11678e3e5f.jpg	E511ECAF76D34FF9EA31DE784D71EAB9
535	Шапка Арбузик	4190	99	http://shapka-moda.ru/images/product/s/11679b29a7.jpg	34B32A81AADA641D4F48E028802C52CE
536	Шапка Арбузик	3790	99	http://shapka-moda.ru/images/product/s/116806cb76.jpg	EA0466C48D8C2D11269B5B9EC13EB703
547	Шапка Орбита	6090	99	http://shapka-moda.ru/images/product/s/11681490c4.jpg	F79D6DD63A387F9E2EB295D7ED96DB7E
564	Шапка Труба	6090	99	http://shapka-moda.ru/images/product/s/116824d1cd.jpg	FEB587323B5CCAAD2FC744B996BE582E
565	Шапка Труба	6090	99	http://shapka-moda.ru/images/product/s/1168365565.jpg	9C0CE67C1226C37AA33B30793513508F
569	Шапка Ханка	5390	99	http://shapka-moda.ru/images/product/s/116847d901.jpg	669F7E4C4BB91294810E9B67FA19FDD8
572	Шапка Ханка	5390	99	http://shapka-moda.ru/images/product/s/11685d7c9d.jpg	121E54A9BDBB67D7057FF48BCC81F8DE
581	Шапка Кепка	4690	99	http://shapka-moda.ru/images/product/s/116863dbdc.jpg	0D231255C1026E78EC13221A2C7AAE92
582	Шапка Кепка	3990	99	http://shapka-moda.ru/images/product/s/11687b2410.jpg	2F19B258DBC901860B522BBB0698EC6F
583	Шапка Кепка	3990	99	http://shapka-moda.ru/images/product/s/11688de28f.jpg	B1B4F1F25F1B3E18821A15036D0D80C3
878	Шапка Ушанка	4190	99	http://shapka-moda.ru/images/product/s/116898caa7.jpg	F8589BC8E8E74663328CFA79FF766B8F
900	Шапка Кадетка	3790	99	http://shapka-moda.ru/images/product/s/11690d5827.jpg	EDFC8C136EFE03EF746C37735F9B5B54
901	Шапка Кадетка	3790	99	http://shapka-moda.ru/images/product/s/116910a083.jpg	8DC907778E121EE0C7834EEB5AE2E66D
902	Шапка Кадетка	3790	99	http://shapka-moda.ru/images/product/s/1169271aba.jpg	12EC3247542E9E67F0CE58F2ED97FEEF
1002	Шапка Ушанка	4690	99	http://shapka-moda.ru/images/product/s/1169370c23.jpg	ED11869E66E5C9858A547807AE71C04E
1005	Шапка Шарик	3790	99	http://shapka-moda.ru/images/product/s/11694d3cf0.jpg	8DF57FF8AFF7AD9D4BEB56FD29BD08C4
1007	Шапка Шарик	4390	99	http://shapka-moda.ru/images/product/s/116950aaeb.jpg	2FE1E260DAF87735C9977067E2DB737F
1013	Шапка Ханка	5390	99	http://shapka-moda.ru/images/product/s/11696f367d.jpg	0B9479D35D0E3B1F980DA85B03D3EB7C

